Date,Open,High,Low,Close
2021-09-06T09:15:00+0530,36878.25,36923.1,36818.55,36912.4
2021-09-06T09:16:00+0530,36912.9,36917.3,36891.85,36906.4
2021-09-06T09:17:00+0530,36901.15,36905.35,36880.7,36887.75
2021-09-06T09:18:00+0530,36882.7,36916.45,36870.55,36896.15
2021-09-06T09:19:00+0530,36892.6,36892.6,36859.8,36869.1
2021-09-06T09:20:00+0530,36872.8,36881.15,36778.15,36778.15
2021-09-06T09:21:00+0530,36780.15,36836.2,36776.75,36808.7
2021-09-06T09:22:00+0530,36808.7,36826.7,36790.55,36808.25
2021-09-06T09:23:00+0530,36806.3,36806.3,36713.6,36742.0
2021-09-06T09:24:00+0530,36734.45,36764.4,36713.35,36754.5
2021-09-06T09:25:00+0530,36753.5,36753.5,36715.0,36721.5
2021-09-06T09:26:00+0530,36723.15,36731.3,36709.65,36711.05
2021-09-06T09:27:00+0530,36711.55,36723.25,36681.5,36689.4
2021-09-06T09:28:00+0530,36689.85,36720.55,36689.85,36705.1
2021-09-06T09:29:00+0530,36705.4,36781.2,36704.4,36781.2
2021-09-06T09:30:00+0530,36794.85,36801.5,36761.5,36789.6
2021-09-06T09:31:00+0530,36785.15,36828.7,36775.8,36828.7
2021-09-06T09:32:00+0530,36829.45,36855.3,36816.5,36838.65
2021-09-06T09:33:00+0530,36835.2,36839.35,36826.4,36834.15
2021-09-06T09:34:00+0530,36831.9,36849.3,36831.9,36848.05
2021-09-06T09:35:00+0530,36849.05,36852.1,36804.7,36808.2
2021-09-06T09:36:00+0530,36808.4,36834.35,36804.85,36813.9
2021-09-06T09:37:00+0530,36814.6,36823.65,36806.15,36809.95
2021-09-06T09:38:00+0530,36807.95,36808.75,36787.3,36802.05
2021-09-06T09:39:00+0530,36799.85,36803.7,36779.55,36781.35
2021-09-06T09:40:00+0530,36780.05,36780.65,36762.2,36774.05
2021-09-06T09:41:00+0530,36774.4,36774.4,36742.4,36756.5
2021-09-06T09:42:00+0530,36757.05,36757.05,36745.5,36754.2
2021-09-06T09:43:00+0530,36754.1,36785.0,36747.6,36759.35
2021-09-06T09:44:00+0530,36758.15,36765.6,36719.75,36724.65
2021-09-06T09:45:00+0530,36725.25,36737.7,36703.7,36732.0
2021-09-06T09:46:00+0530,36733.45,36743.65,36727.35,36731.8
2021-09-06T09:47:00+0530,36731.2,36740.0,36726.55,36731.55
2021-09-06T09:48:00+0530,36732.4,36732.4,36705.0,36720.15
2021-09-06T09:49:00+0530,36721.45,36747.3,36711.6,36740.0
2021-09-06T09:50:00+0530,36738.5,36755.7,36733.5,36751.15
2021-09-06T09:51:00+0530,36750.3,36753.0,36693.2,36704.95
2021-09-06T09:52:00+0530,36701.55,36713.45,36697.5,36706.55
2021-09-06T09:53:00+0530,36706.1,36706.9,36662.05,36681.7
2021-09-06T09:54:00+0530,36681.8,36684.5,36659.3,36660.4
2021-09-06T09:55:00+0530,36659.6,36679.45,36650.25,36653.2
2021-09-06T09:56:00+0530,36656.75,36659.7,36641.95,36653.85
2021-09-06T09:57:00+0530,36655.35,36674.95,36652.5,36665.1
2021-09-06T09:58:00+0530,36659.35,36666.75,36654.3,36664.8
2021-09-06T09:59:00+0530,36664.0,36669.95,36662.1,36668.1
2021-09-06T10:00:00+0530,36671.6,36711.8,36671.6,36711.8
2021-09-06T10:01:00+0530,36704.7,36713.0,36672.05,36672.05
2021-09-06T10:02:00+0530,36670.25,36678.95,36660.5,36674.6
2021-09-06T10:03:00+0530,36679.1,36681.85,36672.2,36680.2
2021-09-06T10:04:00+0530,36677.1,36697.45,36676.6,36679.4
2021-09-06T10:05:00+0530,36680.05,36691.9,36666.2,36686.5
2021-09-06T10:06:00+0530,36691.8,36702.6,36687.35,36693.6
2021-09-06T10:07:00+0530,36691.95,36695.05,36684.15,36684.95
2021-09-06T10:08:00+0530,36688.4,36688.4,36667.1,36683.5
2021-09-06T10:09:00+0530,36683.6,36684.0,36668.45,36669.6
2021-09-06T10:10:00+0530,36668.7,36668.7,36647.35,36654.1
2021-09-06T10:11:00+0530,36653.95,36659.3,36645.3,36659.15
2021-09-06T10:12:00+0530,36659.1,36677.2,36654.6,36676.95
2021-09-06T10:13:00+0530,36676.35,36678.4,36657.7,36658.2
2021-09-06T10:14:00+0530,36657.4,36671.8,36655.25,36670.8
2021-09-06T10:15:00+0530,36669.65,36679.55,36665.0,36679.45
2021-09-06T10:16:00+0530,36678.2,36688.65,36677.4,36685.0
2021-09-06T10:17:00+0530,36684.8,36687.6,36674.0,36675.1
2021-09-06T10:18:00+0530,36675.05,36679.3,36661.55,36672.15
2021-09-06T10:19:00+0530,36671.1,36671.1,36656.85,36661.1
2021-09-06T10:20:00+0530,36662.35,36667.65,36654.05,36657.2
2021-09-06T10:21:00+0530,36653.9,36653.9,36608.55,36649.25
