date,open,high,low,close
2021-10-14 09:15:00,301.85,305.8,300.8,305.8
2021-10-14 09:16:00,304.15,304.7,287.05,302.6
2021-10-14 09:17:00,301.9,301.9,283.95,285.0
2021-10-14 09:18:00,288.6,295.0,283.9,290.05
2021-10-14 09:19:00,290.0,297.4,289.55,297.4
2021-10-14 09:20:00,298.85,301.0,288.5,288.75
2021-10-14 09:21:00,288.75,290.65,284.05,288.05
2021-10-14 09:22:00,288.05,289.1,281.0,287.6
2021-10-14 09:23:00,287.6,291.0,285.2,285.2
2021-10-14 09:24:00,285.2,287.95,282.95,287.95
2021-10-14 09:25:00,287.05,288.25,282.05,284.6
2021-10-14 09:26:00,286.55,290.95,283.4,284.8
2021-10-14 09:27:00,284.8,284.8,271.05,275.55
2021-10-14 09:28:00,275.65,284.6,274.95,280.7
2021-10-14 09:29:00,280.7,292.8,276.9,292.8
2021-10-14 09:30:00,291.65,308.5,291.65,301.55
2021-10-14 09:31:00,300.4,308.15,300.4,307.0
2021-10-14 09:32:00,306.7,308.8,301.05,305.9
2021-10-14 09:33:00,306.1,315.35,304.75,314.4
2021-10-14 09:34:00,315.3,316.55,309.45,314.45
2021-10-14 09:35:00,314.7,321.8,314.1,317.95
2021-10-14 09:36:00,318.6,323.7,317.6,323.4
2021-10-14 09:37:00,324.0,329.95,323.0,327.2
2021-10-14 09:38:00,326.75,327.15,315.0,317.2
2021-10-14 09:39:00,316.25,324.05,315.6,321.85
2021-10-14 09:40:00,321.45,322.45,316.0,316.05
2021-10-14 09:41:00,316.45,318.8,310.05,310.05
2021-10-14 09:42:00,310.85,319.55,309.2,318.25
2021-10-14 09:43:00,317.95,321.95,316.1,321.95
2021-10-14 09:44:00,320.9,321.5,315.0,317.55
2021-10-14 09:45:00,319.0,323.05,315.0,315.0
2021-10-14 09:46:00,315.8,318.7,312.0,317.45
2021-10-14 09:47:00,316.85,319.55,313.25,314.8
2021-10-14 09:48:00,316.1,318.05,313.85,318.05
2021-10-14 09:49:00,316.8,322.0,315.15,320.45
2021-10-14 09:50:00,320.45,320.45,317.1,319.9
2021-10-14 09:51:00,318.75,321.5,316.0,318.0
2021-10-14 09:52:00,318.0,324.95,318.0,320.25
2021-10-14 09:53:00,320.1,322.95,316.0,317.35
2021-10-14 09:54:00,317.35,321.25,317.35,321.0
2021-10-14 09:55:00,321.0,321.9,317.45,318.35
2021-10-14 09:56:00,317.1,321.0,316.5,318.55
2021-10-14 09:57:00,318.55,320.95,316.75,317.0
2021-10-14 09:58:00,317.0,317.0,311.25,315.2
2021-10-14 09:59:00,314.65,325.3,314.65,324.65
2021-10-14 10:00:00,323.2,323.6,294.1,319.9
2021-10-14 10:01:00,322.7,324.75,311.65,318.35
2021-10-14 10:02:00,318.65,318.65,314.05,317.5
2021-10-14 10:03:00,317.5,322.5,315.95,317.35
2021-10-14 10:04:00,319.25,320.65,317.4,317.4
2021-10-14 10:05:00,317.4,319.7,315.9,319.0
2021-10-14 10:06:00,319.0,319.5,316.05,318.0
2021-10-14 10:07:00,315.05,316.8,312.0,312.0
2021-10-14 10:08:00,312.9,320.0,312.35,319.5
2021-10-14 10:09:00,320.0,334.5,319.5,330.5
2021-10-14 10:10:00,330.8,338.2,325.6,326.95
2021-10-14 10:11:00,326.95,332.85,326.0,329.95
2021-10-14 10:12:00,329.35,331.55,328.0,329.8
2021-10-14 10:13:00,329.2,329.2,321.5,321.55
2021-10-14 10:14:00,320.05,320.05,314.6,317.0
2021-10-14 10:15:00,317.0,317.95,311.65,312.0
2021-10-14 10:16:00,312.1,313.5,303.0,313.5
2021-10-14 10:17:00,313.5,318.4,311.05,315.8
2021-10-14 10:18:00,315.0,315.05,310.05,312.0
2021-10-14 10:19:00,311.9,312.1,308.05,308.05
2021-10-14 10:20:00,308.85,313.6,306.8,311.45
2021-10-14 10:21:00,310.0,313.05,308.25,312.4
2021-10-14 10:22:00,312.95,315.0,311.0,314.0
2021-10-14 10:23:00,313.6,317.3,313.6,315.9
2021-10-14 10:24:00,315.3,316.0,312.0,313.5
2021-10-14 10:25:00,313.5,314.5,311.7,312.05
2021-10-14 10:26:00,312.05,312.05,310.0,311.3
2021-10-14 10:27:00,311.25,312.0,306.2,308.35
2021-10-14 10:28:00,308.35,311.1,307.5,308.0
2021-10-14 10:29:00,308.0,310.9,307.0,309.8
2021-10-14 10:30:00,309.55,311.15,307.7,307.75
2021-10-14 10:31:00,308.55,310.0,307.5,308.55
2021-10-14 10:32:00,309.0,310.9,305.95,306.0
2021-10-14 10:33:00,307.05,308.0,301.0,308.0
2021-10-14 10:34:00,308.0,308.35,302.35,304.65
