,Date,Open,High,Low
2250,2021-08-24T09:15:00+0530,35200.75,35245.25,35179.4
2251,2021-08-24T09:16:00+0530,35207.35,35220.95,35131.4
2252,2021-08-24T09:17:00+0530,35135.3,35149.5,35113.45
2253,2021-08-24T09:18:00+0530,35136.7,35169.5,35126.7
2254,2021-08-24T09:19:00+0530,35142.95,35144.4,35125.0
2255,2021-08-24T09:20:00+0530,35126.3,35126.75,35082.25
2256,2021-08-24T09:21:00+0530,35094.9,35096.5,35070.45
2257,2021-08-24T09:22:00+0530,35088.9,35141.05,35083.4
2258,2021-08-24T09:23:00+0530,35134.15,35164.75,35116.45
2259,2021-08-24T09:24:00+0530,35160.85,35163.15,35141.4
2260,2021-08-24T09:25:00+0530,35144.4,35182.75,35139.85
2261,2021-08-24T09:26:00+0530,35181.25,35199.95,35177.8
2262,2021-08-24T09:27:00+0530,35192.15,35207.25,35188.5
2263,2021-08-24T09:28:00+0530,35206.35,35210.45,35193.8
2264,2021-08-24T09:29:00+0530,35199.65,35206.5,35165.95
2265,2021-08-24T09:30:00+0530,35169.5,35221.1,35169.5
2266,2021-08-24T09:31:00+0530,35218.3,35218.3,35197.15
2267,2021-08-24T09:32:00+0530,35195.6,35221.65,35192.4
2268,2021-08-24T09:33:00+0530,35221.5,35223.85,35204.3
2269,2021-08-24T09:34:00+0530,35214.0,35221.35,35205.2
2270,2021-08-24T09:35:00+0530,35220.25,35222.65,35203.0
2271,2021-08-24T09:36:00+0530,35212.5,35216.2,35190.05
2272,2021-08-24T09:37:00+0530,35204.0,35208.8,35196.45
2273,2021-08-24T09:38:00+0530,35197.5,35208.1,35191.7
2274,2021-08-24T09:39:00+0530,35209.6,35222.1,35207.95
2275,2021-08-24T09:40:00+0530,35214.35,35223.9,35205.65
2276,2021-08-24T09:41:00+0530,35210.6,35218.65,35193.35
2277,2021-08-24T09:42:00+0530,35196.75,35205.75,35188.4
2278,2021-08-24T09:43:00+0530,35196.0,35201.0,35170.7
2279,2021-08-24T09:44:00+0530,35174.2,35180.55,35165.95
2280,2021-08-24T09:45:00+0530,35179.4,35205.35,35174.7
2281,2021-08-24T09:46:00+0530,35206.05,35211.55,35195.85
2282,2021-08-24T09:47:00+0530,35193.75,35195.7,35178.35
2283,2021-08-24T09:48:00+0530,35190.6,35194.0,35172.25
2284,2021-08-24T09:49:00+0530,35171.95,35181.6,35157.05
2285,2021-08-24T09:50:00+0530,35161.85,35166.7,35141.95
2286,2021-08-24T09:51:00+0530,35147.45,35163.2,35139.25
2287,2021-08-24T09:52:00+0530,35148.0,35148.0,35130.4
2288,2021-08-24T09:53:00+0530,35133.4,35136.4,35113.45
2289,2021-08-24T09:54:00+0530,35115.2,35132.1,35113.6
2290,2021-08-24T09:55:00+0530,35120.6,35140.4,35108.4
2291,2021-08-24T09:56:00+0530,35133.05,35149.7,35129.95
2292,2021-08-24T09:57:00+0530,35128.55,35133.15,35122.0
2293,2021-08-24T09:58:00+0530,35124.35,35150.3,35124.35
2294,2021-08-24T09:59:00+0530,35144.0,35158.7,35144.0
2295,2021-08-24T10:00:00+0530,35158.95,35175.65,35158.05
2296,2021-08-24T10:01:00+0530,35175.6,35175.6,35162.75
2297,2021-08-24T10:02:00+0530,35170.5,35179.5,35163.6
2298,2021-08-24T10:03:00+0530,35173.0,35177.55,35147.8
2299,2021-08-24T10:04:00+0530,35152.0,35171.75,35149.9
2300,2021-08-24T10:05:00+0530,35162.05,35178.35,35152.6
2301,2021-08-24T10:06:00+0530,35153.7,35156.6,35135.1
2302,2021-08-24T10:07:00+0530,35144.35,35161.05,35140.6
2303,2021-08-24T10:08:00+0530,35140.5,35150.45,35140.3
2304,2021-08-24T10:09:00+0530,35145.35,35148.8,35131.1
2305,2021-08-24T10:10:00+0530,35132.1,35163.25,35125.75
2306,2021-08-24T10:11:00+0530,35163.5,35174.85,35160.45
2307,2021-08-24T10:12:00+0530,35167.45,35182.65,35165.5
2308,2021-08-24T10:13:00+0530,35177.75,35202.95,35175.95
2309,2021-08-24T10:14:00+0530,35197.55,35211.35,35189.2
2310,2021-08-24T10:15:00+0530,35196.0,35258.5,35196.0
2311,2021-08-24T10:16:00+0530,35272.5,35305.95,35269.55
2312,2021-08-24T10:17:00+0530,35292.0,35324.45,35292.0
2313,2021-08-24T10:18:00+0530,35318.7,35338.1,35315.75
2314,2021-08-24T10:19:00+0530,35334.7,35342.75,35312.5
2315,2021-08-24T10:20:00+0530,35315.2,35347.55,35315.2
2316,2021-08-24T10:21:00+0530,35338.7,35341.45,35323.9
2317,2021-08-24T10:22:00+0530,35328.1,35341.55,35321.9
2318,2021-08-24T10:23:00+0530,35334.6,35335.75,35308.2
2319,2021-08-24T10:24:00+0530,35311.9,35324.1,35308.8
2320,2021-08-24T10:25:00+0530,35315.45,35337.45,35315.45
2321,2021-08-24T10:26:00+0530,35336.35,35348.6,35333.85
2322,2021-08-24T10:27:00+0530,35345.2,35356.3,35340.2
2323,2021-08-24T10:28:00+0530,35342.6,35342.9,35328.5
2324,2021-08-24T10:29:00+0530,35329.4,35360.15,35328.05
2325,2021-08-24T10:30:00+0530,35360.9,35370.05,35352.05
2326,2021-08-24T10:31:00+0530,35357.05,35364.9,35354.7
2327,2021-08-24T10:32:00+0530,35355.3,35360.7,35347.25
2328,2021-08-24T10:33:00+0530,35347.9,35368.85,35347.9
2329,2021-08-24T10:34:00+0530,35367.55,35385.95,35362.8
2330,2021-08-24T10:35:00+0530,35374.25,35394.65,35372.4
2331,2021-08-24T10:36:00+0530,35389.4,35393.65,35378.65
2332,2021-08-24T10:37:00+0530,35375.1,35381.8,35363.05
2333,2021-08-24T10:38:00+0530,35366.7,35372.45,35356.25
2334,2021-08-24T10:39:00+0530,35357.25,35375.35,35354.1
2335,2021-08-24T10:40:00+0530,35375.85,35380.05,35361.25
2336,2021-08-24T10:41:00+0530,35361.15,35371.55,35355.3
2337,2021-08-24T10:42:00+0530,35359.75,35375.05,35359.75
2338,2021-08-24T10:43:00+0530,35369.5,35372.25,35359.1
2339,2021-08-24T10:44:00+0530,35359.8,35366.05,35355.7
2340,2021-08-24T10:45:00+0530,35356.6,35364.8,35356.2
2341,2021-08-24T10:46:00+0530,35360.05,35360.05,35329.4
2342,2021-08-24T10:47:00+0530,35333.2,35353.95,35329.5
2343,2021-08-24T10:48:00+0530,35349.6,35354.1,35338.85
2344,2021-08-24T10:49:00+0530,35342.4,35349.0,35335.95
2345,2021-08-24T10:50:00+0530,35347.75,35351.7,35338.4
2346,2021-08-24T10:51:00+0530,35349.75,35354.45,35340.9
2347,2021-08-24T10:52:00+0530,35349.05,35364.55,35347.4
2348,2021-08-24T10:53:00+0530,35360.95,35376.75,35360.95
2349,2021-08-24T10:54:00+0530,35372.65,35389.85,35372.65
2350,2021-08-24T10:55:00+0530,35382.5,35392.75,35369.7
2351,2021-08-24T10:56:00+0530,35374.15,35376.8,35349.15
2352,2021-08-24T10:57:00+0530,35353.25,35359.1,35339.8
2353,2021-08-24T10:58:00+0530,35345.55,35362.3,35337.35
2354,2021-08-24T10:59:00+0530,35356.65,35368.75,35354.65
2355,2021-08-24T11:00:00+0530,35360.9,35370.65,35360.9
2356,2021-08-24T11:01:00+0530,35363.0,35364.3,35346.55
2357,2021-08-24T11:02:00+0530,35357.6,35365.65,35349.35
2358,2021-08-24T11:03:00+0530,35355.9,35368.45,35350.0
2359,2021-08-24T11:04:00+0530,35368.8,35387.45,35367.05
2360,2021-08-24T11:05:00+0530,35380.95,35389.65,35375.35
2361,2021-08-24T11:06:00+0530,35387.4,35414.25,35385.2
2362,2021-08-24T11:07:00+0530,35412.05,35417.55,35401.7
2363,2021-08-24T11:08:00+0530,35414.85,35427.1,35411.05
2364,2021-08-24T11:09:00+0530,35416.95,35427.7,35415.8
2365,2021-08-24T11:10:00+0530,35421.15,35427.2,35404.9
2366,2021-08-24T11:11:00+0530,35406.9,35419.9,35405.8
2367,2021-08-24T11:12:00+0530,35411.85,35413.05,35402.0
2368,2021-08-24T11:13:00+0530,35404.7,35408.7,35389.25
2369,2021-08-24T11:14:00+0530,35394.2,35394.55,35382.4
2370,2021-08-24T11:15:00+0530,35384.6,35386.3,35371.0
2371,2021-08-24T11:16:00+0530,35378.7,35393.0,35372.0
2372,2021-08-24T11:17:00+0530,35389.0,35396.05,35384.9
2373,2021-08-24T11:18:00+0530,35393.5,35403.25,35389.4
2374,2021-08-24T11:19:00+0530,35393.4,35402.15,35392.85
2375,2021-08-24T11:20:00+0530,35400.05,35409.95,35393.5
2376,2021-08-24T11:21:00+0530,35412.9,35422.25,35410.25
2377,2021-08-24T11:22:00+0530,35411.35,35413.9,35400.25
2378,2021-08-24T11:23:00+0530,35401.05,35409.1,35398.3
2379,2021-08-24T11:24:00+0530,35401.7,35412.85,35398.3
2380,2021-08-24T11:25:00+0530,35409.1,35412.35,35402.8
2381,2021-08-24T11:26:00+0530,35410.5,35419.95,35408.2
2382,2021-08-24T11:27:00+0530,35417.95,35423.35,35412.2
2383,2021-08-24T11:28:00+0530,35417.05,35440.75,35414.55
2384,2021-08-24T11:29:00+0530,35433.35,35449.25,35425.8
2385,2021-08-24T11:30:00+0530,35450.85,35459.9,35449.15
2386,2021-08-24T11:31:00+0530,35454.55,35454.85,35445.65
2387,2021-08-24T11:32:00+0530,35453.45,35455.75,35444.15
2388,2021-08-24T11:33:00+0530,35448.0,35452.85,35437.55
2389,2021-08-24T11:34:00+0530,35436.2,35479.75,35436.2
2390,2021-08-24T11:35:00+0530,35475.35,35491.7,35469.75
2391,2021-08-24T11:36:00+0530,35484.65,35499.95,35477.85
2392,2021-08-24T11:37:00+0530,35489.55,35500.35,35487.55
2393,2021-08-24T11:38:00+0530,35496.55,35498.7,35474.35
2394,2021-08-24T11:39:00+0530,35475.95,35489.25,35474.85
2395,2021-08-24T11:40:00+0530,35488.75,35488.75,35477.4
2396,2021-08-24T11:41:00+0530,35482.25,35483.25,35472.2
2397,2021-08-24T11:42:00+0530,35475.1,35481.35,35470.3
2398,2021-08-24T11:43:00+0530,35475.15,35480.1,35472.9
2399,2021-08-24T11:44:00+0530,35481.5,35501.85,35481.35
2400,2021-08-24T11:45:00+0530,35497.35,35509.85,35496.55
2401,2021-08-24T11:46:00+0530,35496.65,35506.9,35496.65
2402,2021-08-24T11:47:00+0530,35502.35,35513.95,35502.35
2403,2021-08-24T11:48:00+0530,35508.5,35509.6,35500.75
2404,2021-08-24T11:49:00+0530,35506.6,35508.6,35486.15
2405,2021-08-24T11:50:00+0530,35499.0,35506.75,35494.25
2406,2021-08-24T11:51:00+0530,35496.5,35496.5,35471.6
2407,2021-08-24T11:52:00+0530,35482.2,35499.85,35478.75
2408,2021-08-24T11:53:00+0530,35494.45,35535.5,35494.45
2409,2021-08-24T11:54:00+0530,35534.6,35540.15,35515.45
2410,2021-08-24T11:55:00+0530,35521.35,35529.5,35515.5
2411,2021-08-24T11:56:00+0530,35523.65,35532.5,35517.45
2412,2021-08-24T11:57:00+0530,35529.35,35537.85,35523.45
2413,2021-08-24T11:58:00+0530,35530.6,35533.9,35516.5
2414,2021-08-24T11:59:00+0530,35521.0,35552.2,35518.7
2415,2021-08-24T12:00:00+0530,35549.65,35552.65,35523.95
2416,2021-08-24T12:01:00+0530,35530.5,35547.2,35526.55
2417,2021-08-24T12:02:00+0530,35545.8,35553.05,35540.65
2418,2021-08-24T12:03:00+0530,35548.65,35567.35,35544.5
2419,2021-08-24T12:04:00+0530,35565.15,35567.9,35552.25
2420,2021-08-24T12:05:00+0530,35554.45,35559.15,35541.85
2421,2021-08-24T12:06:00+0530,35540.65,35559.6,35540.65
2422,2021-08-24T12:07:00+0530,35560.05,35575.25,35549.6
2423,2021-08-24T12:08:00+0530,35571.9,35586.7,35566.25
2424,2021-08-24T12:09:00+0530,35570.05,35575.8,35565.9
2425,2021-08-24T12:10:00+0530,35574.95,35577.05,35567.15
2426,2021-08-24T12:11:00+0530,35571.15,35575.35,35557.35
2427,2021-08-24T12:12:00+0530,35564.95,35575.85,35556.7
2428,2021-08-24T12:13:00+0530,35562.1,35571.25,35557.1
2429,2021-08-24T12:14:00+0530,35565.45,35575.35,35562.4
2430,2021-08-24T12:15:00+0530,35568.35,35588.8,35568.35
2431,2021-08-24T12:16:00+0530,35575.75,35579.1,35553.65
2432,2021-08-24T12:17:00+0530,35559.9,35573.5,35554.65
2433,2021-08-24T12:18:00+0530,35564.25,35571.5,35560.1
2434,2021-08-24T12:19:00+0530,35566.4,35579.4,35555.5
2435,2021-08-24T12:20:00+0530,35557.9,35579.6,35557.3
2436,2021-08-24T12:21:00+0530,35576.1,35582.05,35568.45
2437,2021-08-24T12:22:00+0530,35572.45,35578.35,35570.9
2438,2021-08-24T12:23:00+0530,35569.45,35573.2,35562.3
2439,2021-08-24T12:24:00+0530,35568.8,35569.1,35561.3
2440,2021-08-24T12:25:00+0530,35563.35,35570.2,35559.7
2441,2021-08-24T12:26:00+0530,35568.65,35579.85,35568.65
2442,2021-08-24T12:27:00+0530,35567.4,35571.6,35557.95
2443,2021-08-24T12:28:00+0530,35558.1,35560.95,35551.5
2444,2021-08-24T12:29:00+0530,35554.65,35560.0,35538.5
2445,2021-08-24T12:30:00+0530,35547.05,35550.05,35516.3
2446,2021-08-24T12:31:00+0530,35532.4,35533.75,35518.65
