,Date,Open,High,Low
3750,2021-08-30T09:15:00+0530,35781.05,35859.85,35765.45
3751,2021-08-30T09:16:00+0530,35815.8,35859.95,35815.65
3752,2021-08-30T09:17:00+0530,35854.5,35860.65,35797.6
3753,2021-08-30T09:18:00+0530,35807.4,35817.45,35771.3
3754,2021-08-30T09:19:00+0530,35782.95,35815.55,35770.3
3755,2021-08-30T09:20:00+0530,35808.45,35808.45,35784.35
3756,2021-08-30T09:21:00+0530,35795.05,35808.6,35788.8
3757,2021-08-30T09:22:00+0530,35808.0,35808.0,35790.3
3758,2021-08-30T09:23:00+0530,35809.0,35817.9,35788.15
3759,2021-08-30T09:24:00+0530,35788.4,35803.4,35772.4
3760,2021-08-30T09:25:00+0530,35798.4,35812.55,35793.45
3761,2021-08-30T09:26:00+0530,35801.15,35802.75,35787.95
3762,2021-08-30T09:27:00+0530,35787.7,35792.15,35759.45
3763,2021-08-30T09:28:00+0530,35767.25,35771.8,35753.55
3764,2021-08-30T09:29:00+0530,35765.7,35770.0,35744.1
3765,2021-08-30T09:30:00+0530,35750.3,35759.2,35735.1
3766,2021-08-30T09:31:00+0530,35751.5,35762.65,35734.9
3767,2021-08-30T09:32:00+0530,35741.85,35745.15,35721.9
3768,2021-08-30T09:33:00+0530,35741.9,35758.4,35735.1
3769,2021-08-30T09:34:00+0530,35752.5,35753.0,35734.1
3770,2021-08-30T09:35:00+0530,35738.95,35747.5,35728.6
3771,2021-08-30T09:36:00+0530,35746.2,35758.45,35738.5
3772,2021-08-30T09:37:00+0530,35756.0,35797.15,35755.45
3773,2021-08-30T09:38:00+0530,35795.7,35805.85,35782.9
3774,2021-08-30T09:39:00+0530,35785.85,35803.8,35785.85
3775,2021-08-30T09:40:00+0530,35804.1,35833.6,35803.05
3776,2021-08-30T09:41:00+0530,35821.8,35827.45,35813.15
3777,2021-08-30T09:42:00+0530,35817.55,35823.05,35816.3
3778,2021-08-30T09:43:00+0530,35822.95,35845.15,35822.6
3779,2021-08-30T09:44:00+0530,35834.65,35834.65,35816.7
3780,2021-08-30T09:45:00+0530,35820.75,35851.25,35820.75
3781,2021-08-30T09:46:00+0530,35849.95,35855.8,35843.2
3782,2021-08-30T09:47:00+0530,35843.3,35850.85,35830.8
3783,2021-08-30T09:48:00+0530,35832.85,35847.85,35828.7
3784,2021-08-30T09:49:00+0530,35838.55,35841.35,35825.5
3785,2021-08-30T09:50:00+0530,35826.15,35847.5,35825.45
3786,2021-08-30T09:51:00+0530,35833.25,35849.55,35832.75
3787,2021-08-30T09:52:00+0530,35845.65,35854.1,35843.25
3788,2021-08-30T09:53:00+0530,35845.85,35849.35,35835.95
3789,2021-08-30T09:54:00+0530,35845.5,35850.55,35839.85
3790,2021-08-30T09:55:00+0530,35844.55,35900.5,35842.6
3791,2021-08-30T09:56:00+0530,35892.45,35906.2,35884.3
3792,2021-08-30T09:57:00+0530,35887.15,35906.45,35884.85
3793,2021-08-30T09:58:00+0530,35902.2,35906.9,35893.5
3794,2021-08-30T09:59:00+0530,35900.65,35914.95,35892.9
3795,2021-08-30T10:00:00+0530,35916.5,35927.65,35914.35
3796,2021-08-30T10:01:00+0530,35922.6,35941.6,35916.9
3797,2021-08-30T10:02:00+0530,35929.15,35930.85,35910.15
3798,2021-08-30T10:03:00+0530,35917.2,35929.35,35916.0
3799,2021-08-30T10:04:00+0530,35927.2,35942.9,35924.45
3800,2021-08-30T10:05:00+0530,35943.15,35952.35,35939.0
3801,2021-08-30T10:06:00+0530,35940.5,35945.75,35932.4
3802,2021-08-30T10:07:00+0530,35939.15,35962.85,35937.6
3803,2021-08-30T10:08:00+0530,35952.45,35958.9,35943.2
3804,2021-08-30T10:09:00+0530,35947.75,35962.85,35947.75
3805,2021-08-30T10:10:00+0530,35960.05,35962.85,35945.45
3806,2021-08-30T10:11:00+0530,35943.95,35952.15,35935.65
3807,2021-08-30T10:12:00+0530,35940.7,35944.9,35924.95
3808,2021-08-30T10:13:00+0530,35923.65,35932.45,35920.2
3809,2021-08-30T10:14:00+0530,35928.8,35934.9,35921.9
3810,2021-08-30T10:15:00+0530,35934.6,35939.35,35931.1
3811,2021-08-30T10:16:00+0530,35937.4,35937.9,35921.95
3812,2021-08-30T10:17:00+0530,35926.5,35935.35,35922.55
3813,2021-08-30T10:18:00+0530,35933.3,35935.3,35923.6
3814,2021-08-30T10:19:00+0530,35927.05,35929.95,35922.35
3815,2021-08-30T10:20:00+0530,35924.65,35927.45,35909.8
3816,2021-08-30T10:21:00+0530,35923.05,35962.35,35923.05
3817,2021-08-30T10:22:00+0530,35950.0,35959.45,35950.0
3818,2021-08-30T10:23:00+0530,35951.5,35975.95,35951.5
3819,2021-08-30T10:24:00+0530,35973.35,35993.8,35963.75
3820,2021-08-30T10:25:00+0530,35993.35,35993.35,35978.0
3821,2021-08-30T10:26:00+0530,35978.35,35986.85,35973.6
3822,2021-08-30T10:27:00+0530,35981.5,35998.3,35981.5
3823,2021-08-30T10:28:00+0530,35991.8,35991.8,35975.9
3824,2021-08-30T10:29:00+0530,35977.9,35983.8,35972.1
3825,2021-08-30T10:30:00+0530,35977.8,36005.9,35977.8
3826,2021-08-30T10:31:00+0530,36003.6,36021.85,36003.25
3827,2021-08-30T10:32:00+0530,36016.2,36023.6,36012.05
3828,2021-08-30T10:33:00+0530,36030.45,36051.15,36024.9
3829,2021-08-30T10:34:00+0530,36043.75,36054.35,36032.95
3830,2021-08-30T10:35:00+0530,36045.35,36054.65,36043.6
3831,2021-08-30T10:36:00+0530,36045.7,36049.65,36040.85
3832,2021-08-30T10:37:00+0530,36043.7,36083.8,36043.7
3833,2021-08-30T10:38:00+0530,36080.6,36085.35,36067.35
3834,2021-08-30T10:39:00+0530,36072.5,36099.75,36072.5
3835,2021-08-30T10:40:00+0530,36097.75,36108.05,36094.3
3836,2021-08-30T10:41:00+0530,36103.3,36115.9,36102.05
3837,2021-08-30T10:42:00+0530,36110.9,36118.55,36107.6
3838,2021-08-30T10:43:00+0530,36107.6,36120.4,36104.3
3839,2021-08-30T10:44:00+0530,36110.45,36129.05,36109.05
3840,2021-08-30T10:45:00+0530,36122.15,36129.15,36108.95
3841,2021-08-30T10:46:00+0530,36110.45,36124.4,36109.5
3842,2021-08-30T10:47:00+0530,36115.4,36120.8,36085.4
3843,2021-08-30T10:48:00+0530,36075.85,36081.35,36061.9
3844,2021-08-30T10:49:00+0530,36065.4,36069.8,36050.25
3845,2021-08-30T10:50:00+0530,36053.55,36065.8,36053.55
3846,2021-08-30T10:51:00+0530,36065.95,36084.05,36065.95
3847,2021-08-30T10:52:00+0530,36073.8,36086.3,36045.9
3848,2021-08-30T10:53:00+0530,36050.95,36067.8,36040.9
3849,2021-08-30T10:54:00+0530,36062.4,36072.85,36057.9
3850,2021-08-30T10:55:00+0530,36061.7,36072.0,36059.85
3851,2021-08-30T10:56:00+0530,36065.4,36065.4,36041.9
3852,2021-08-30T10:57:00+0530,36054.2,36054.2,36037.15
