Date,Open,High,Low
2021-09-02T09:15:00+0530,36588.4,36588.4,36484.05
2021-09-02T09:16:00+0530,36554.25,36607.9,36535.2
2021-09-02T09:17:00+0530,36598.0,36641.0,36598.0
2021-09-02T09:18:00+0530,36628.9,36629.9,36609.25
2021-09-02T09:19:00+0530,36621.5,36633.35,36612.1
2021-09-02T09:20:00+0530,36624.65,36624.65,36551.6
2021-09-02T09:21:00+0530,36572.3,36585.55,36555.45
2021-09-02T09:22:00+0530,36543.85,36556.25,36532.5
2021-09-02T09:23:00+0530,36541.65,36568.65,36541.3
2021-09-02T09:24:00+0530,36557.4,36557.4,36531.95
2021-09-02T09:25:00+0530,36553.05,36565.7,36545.35
2021-09-02T09:26:00+0530,36557.4,36622.05,36552.65
2021-09-02T09:27:00+0530,36615.65,36621.0,36594.65
2021-09-02T09:28:00+0530,36618.75,36635.7,36609.7
2021-09-02T09:29:00+0530,36615.85,36637.75,36609.95
2021-09-02T09:30:00+0530,36624.85,36636.55,36609.6
2021-09-02T09:31:00+0530,36618.25,36620.4,36603.3
2021-09-02T09:32:00+0530,36601.15,36605.75,36573.25
2021-09-02T09:33:00+0530,36600.5,36607.0,36593.3
2021-09-02T09:34:00+0530,36606.55,36612.45,36583.25
2021-09-02T09:35:00+0530,36581.9,36582.3,36529.45
2021-09-02T09:36:00+0530,36545.05,36545.05,36527.0
2021-09-02T09:37:00+0530,36536.8,36558.65,36533.2
2021-09-02T09:38:00+0530,36555.3,36564.25,36523.6
2021-09-02T09:39:00+0530,36537.75,36540.35,36514.95
2021-09-02T09:40:00+0530,36539.35,36557.4,36527.2
2021-09-02T09:41:00+0530,36529.5,36534.85,36513.55
2021-09-02T09:42:00+0530,36529.4,36530.85,36507.2
2021-09-02T09:43:00+0530,36523.95,36541.35,36522.9
2021-09-02T09:44:00+0530,36536.7,36546.35,36512.55
2021-09-02T09:45:00+0530,36523.0,36526.35,36480.35
2021-09-02T09:46:00+0530,36481.85,36501.95,36470.3
2021-09-02T09:47:00+0530,36499.4,36525.45,36496.05
2021-09-02T09:48:00+0530,36517.75,36524.8,36499.3
2021-09-02T09:49:00+0530,36510.55,36539.9,36510.55
2021-09-02T09:50:00+0530,36541.2,36574.5,36538.3
2021-09-02T09:51:00+0530,36567.45,36577.5,36555.05
2021-09-02T09:52:00+0530,36566.1,36575.8,36565.2
2021-09-02T09:53:00+0530,36572.0,36578.7,36553.15
2021-09-02T09:54:00+0530,36559.9,36573.95,36551.3
2021-09-02T09:55:00+0530,36577.95,36592.85,36577.4
2021-09-02T09:56:00+0530,36591.05,36591.05,36581.95
2021-09-02T09:57:00+0530,36586.4,36596.35,36586.4
2021-09-02T09:58:00+0530,36595.55,36601.9,36580.85
2021-09-02T09:59:00+0530,36576.3,36596.65,36576.3
2021-09-02T10:00:00+0530,36590.6,36596.95,36555.8
2021-09-02T10:01:00+0530,36560.1,36582.65,36554.45
2021-09-02T10:02:00+0530,36579.3,36581.85,36566.3
2021-09-02T10:03:00+0530,36567.2,36572.55,36562.4
2021-09-02T10:04:00+0530,36565.75,36575.25,36553.75
2021-09-02T10:05:00+0530,36566.4,36571.2,36554.0
2021-09-02T10:06:00+0530,36556.65,36556.7,36545.45
2021-09-02T10:07:00+0530,36556.85,36568.25,36549.85
2021-09-02T10:08:00+0530,36553.25,36560.05,36550.05
2021-09-02T10:09:00+0530,36556.8,36569.95,36556.8
2021-09-02T10:10:00+0530,36558.45,36567.65,36558.45
2021-09-02T10:11:00+0530,36565.9,36575.05,36564.15
2021-09-02T10:12:00+0530,36572.5,36572.5,36560.15
2021-09-02T10:13:00+0530,36562.05,36564.6,36556.95
2021-09-02T10:14:00+0530,36560.6,36560.6,36547.9
2021-09-02T10:15:00+0530,36551.15,36555.4,36539.55
2021-09-02T10:16:00+0530,36550.45,36554.45,36527.85
2021-09-02T10:17:00+0530,36530.8,36536.0,36524.4
2021-09-02T10:18:00+0530,36527.1,36538.15,36525.5
2021-09-02T10:19:00+0530,36529.05,36549.0,36519.85
2021-09-02T10:20:00+0530,36549.35,36559.15,36546.3
2021-09-02T10:21:00+0530,36553.45,36560.45,36552.25
2021-09-02T10:22:00+0530,36555.05,36559.4,36529.65
2021-09-02T10:23:00+0530,36529.3,36538.95,36527.4
2021-09-02T10:24:00+0530,36536.35,36546.75,36535.8
2021-09-02T10:25:00+0530,36542.35,36549.4,36531.65
2021-09-02T10:26:00+0530,36535.8,36545.8,36529.7
2021-09-02T10:27:00+0530,36536.2,36547.8,36535.75
2021-09-02T10:28:00+0530,36534.5,36550.1,36533.15
2021-09-02T10:29:00+0530,36544.75,36560.2,36543.7
2021-09-02T10:30:00+0530,36559.6,36565.1,36555.4
2021-09-02T10:31:00+0530,36563.1,36570.25,36558.7
2021-09-02T10:32:00+0530,36571.2,36576.5,36566.8
2021-09-02T10:33:00+0530,36567.3,36578.9,36567.25
2021-09-02T10:34:00+0530,36577.45,36588.0,36574.7
2021-09-02T10:35:00+0530,36581.3,36586.4,36576.8
2021-09-02T10:36:00+0530,36579.3,36600.95,36579.3
2021-09-02T10:37:00+0530,36593.1,36607.4,36593.1
2021-09-02T10:38:00+0530,36603.95,36608.8,36600.45
2021-09-02T10:39:00+0530,36606.3,36622.85,36603.65
2021-09-02T10:40:00+0530,36617.8,36637.45,36616.55
2021-09-02T10:41:00+0530,36631.4,36638.75,36628.0
2021-09-02T10:42:00+0530,36638.6,36665.1,36638.6
2021-09-02T10:43:00+0530,36664.0,36667.7,36654.55
2021-09-02T10:44:00+0530,36660.4,36671.2,36660.4
2021-09-02T10:45:00+0530,36670.4,36674.75,36649.65
2021-09-02T10:46:00+0530,36655.55,36674.1,36655.55
2021-09-02T10:47:00+0530,36669.5,36672.2,36650.85
2021-09-02T10:48:00+0530,36674.75,36691.8,36666.8
2021-09-02T10:49:00+0530,36669.75,36671.1,36656.75
2021-09-02T10:50:00+0530,36654.65,36657.9,36629.25
2021-09-02T10:51:00+0530,36642.4,36654.35,36639.3
2021-09-02T10:52:00+0530,36638.95,36653.6,36638.95
2021-09-02T10:53:00+0530,36650.1,36653.6,36642.2
2021-09-02T10:54:00+0530,36646.4,36655.9,36644.75
2021-09-02T10:55:00+0530,36650.75,36650.95,36639.15
2021-09-02T10:56:00+0530,36639.45,36640.05,36631.95
2021-09-02T10:57:00+0530,36635.25,36648.6,36635.25
2021-09-02T10:58:00+0530,36646.4,36655.7,36646.0
2021-09-02T10:59:00+0530,36652.75,36660.55,36652.65
2021-09-02T11:00:00+0530,36655.4,36670.1,36655.15
2021-09-02T11:01:00+0530,36657.6,36664.85,36639.95
2021-09-02T11:02:00+0530,36640.4,36650.0,36637.5
2021-09-02T11:03:00+0530,36641.9,36645.15,36623.25
2021-09-02T11:04:00+0530,36633.2,36638.85,36624.8
2021-09-02T11:05:00+0530,36631.05,36643.4,36631.05
2021-09-02T11:06:00+0530,36642.3,36652.7,36638.9
2021-09-02T11:07:00+0530,36651.15,36662.8,36648.1
2021-09-02T11:08:00+0530,36647.25,36664.35,36647.25
2021-09-02T11:09:00+0530,36656.7,36688.2,36654.5
2021-09-02T11:10:00+0530,36687.35,36690.0,36670.1
2021-09-02T11:11:00+0530,36673.9,36684.35,36673.9
2021-09-02T11:12:00+0530,36681.3,36681.3,36658.85
2021-09-02T11:13:00+0530,36666.95,36679.05,36665.85
2021-09-02T11:14:00+0530,36674.4,36690.4,36671.4
2021-09-02T11:15:00+0530,36689.0,36723.0,36689.0
2021-09-02T11:16:00+0530,36722.95,36725.9,36698.45
2021-09-02T11:17:00+0530,36706.8,36722.35,36703.25
2021-09-02T11:18:00+0530,36714.6,36724.4,36709.3
2021-09-02T11:19:00+0530,36720.7,36738.25,36720.7
2021-09-02T11:20:00+0530,36729.8,36733.6,36719.9
2021-09-02T11:21:00+0530,36727.25,36734.4,36724.7
2021-09-02T11:22:00+0530,36730.85,36730.85,36724.25
2021-09-02T11:23:00+0530,36726.4,36728.6,36714.6
2021-09-02T11:24:00+0530,36722.9,36753.65,36722.9
2021-09-02T11:25:00+0530,36746.0,36753.4,36743.2
2021-09-02T11:26:00+0530,36750.5,36754.5,36744.75
2021-09-02T11:27:00+0530,36749.55,36754.9,36742.9
2021-09-02T11:28:00+0530,36742.95,36757.85,36742.9
2021-09-02T11:29:00+0530,36753.35,36759.85,36749.05
2021-09-02T11:30:00+0530,36751.65,36755.9,36744.75
2021-09-02T11:31:00+0530,36745.45,36751.9,36724.4
2021-09-02T11:32:00+0530,36729.0,36742.15,36726.5
2021-09-02T11:33:00+0530,36735.65,36744.2,36718.9
2021-09-02T11:34:00+0530,36715.95,36719.7,36708.9
2021-09-02T11:35:00+0530,36720.05,36725.35,36714.6
2021-09-02T11:36:00+0530,36723.55,36733.7,36720.8
2021-09-02T11:37:00+0530,36727.85,36733.85,36725.3
2021-09-02T11:38:00+0530,36730.75,36736.9,36727.95
2021-09-02T11:39:00+0530,36729.45,36748.05,36729.45
2021-09-02T11:40:00+0530,36732.95,36740.35,36731.65
2021-09-02T11:41:00+0530,36738.5,36740.8,36729.35
2021-09-02T11:42:00+0530,36733.3,36739.9,36730.35
2021-09-02T11:43:00+0530,36734.45,36748.2,36733.9
2021-09-02T11:44:00+0530,36745.05,36756.6,36743.9
2021-09-02T11:45:00+0530,36752.8,36759.3,36747.6
2021-09-02T11:46:00+0530,36754.2,36762.85,36750.8
2021-09-02T11:47:00+0530,36748.65,36753.35,36739.75
2021-09-02T11:48:00+0530,36744.7,36751.2,36744.3
2021-09-02T11:49:00+0530,36748.1,36763.0,36747.65
2021-09-02T11:50:00+0530,36754.05,36757.75,36746.15
2021-09-02T11:51:00+0530,36747.6,36749.3,36736.95
2021-09-02T11:52:00+0530,36737.1,36754.5,36735.8
2021-09-02T11:53:00+0530,36750.05,36761.15,36749.75
2021-09-02T11:54:00+0530,36758.6,36779.45,36758.6
2021-09-02T11:55:00+0530,36776.0,36784.0,36764.3
2021-09-02T11:56:00+0530,36766.8,36784.65,36763.8
2021-09-02T11:57:00+0530,36777.8,36779.8,36769.3
2021-09-02T11:58:00+0530,36770.3,36771.25,36756.35
2021-09-02T11:59:00+0530,36757.8,36773.6,36757.4
2021-09-02T12:00:00+0530,36772.45,36773.85,36760.5
2021-09-02T12:01:00+0530,36767.8,36770.4,36763.35
2021-09-02T12:02:00+0530,36763.3,36770.95,36763.25
2021-09-02T12:03:00+0530,36762.05,36766.6,36754.5
2021-09-02T12:04:00+0530,36762.15,36769.8,36761.45
2021-09-02T12:05:00+0530,36765.9,36774.7,36765.6
2021-09-02T12:06:00+0530,36768.9,36768.9,36746.3
2021-09-02T12:07:00+0530,36737.85,36745.95,36720.25
2021-09-02T12:08:00+0530,36739.45,36745.6,36724.9
2021-09-02T12:09:00+0530,36727.7,36744.35,36725.15
2021-09-02T12:10:00+0530,36739.35,36750.6,36735.7
2021-09-02T12:11:00+0530,36745.35,36749.05,36741.8
2021-09-02T12:12:00+0530,36748.05,36753.45,36745.3
2021-09-02T12:13:00+0530,36747.1,36761.0,36747.1
2021-09-02T12:14:00+0530,36759.0,36771.45,36758.2
2021-09-02T12:15:00+0530,36767.35,36778.45,36767.35
2021-09-02T12:16:00+0530,36776.2,36783.25,36774.55
2021-09-02T12:17:00+0530,36785.05,36793.0,36784.85
2021-09-02T12:18:00+0530,36791.05,36813.15,36791.05
2021-09-02T12:19:00+0530,36799.55,36803.75,36785.6
2021-09-02T12:20:00+0530,36785.75,36791.8,36782.2
2021-09-02T12:21:00+0530,36784.05,36785.45,36754.0
2021-09-02T12:22:00+0530,36759.65,36791.6,36759.6
2021-09-02T12:23:00+0530,36781.2,36800.4,36779.45
2021-09-02T12:24:00+0530,36792.2,36795.3,36789.2
2021-09-02T12:25:00+0530,36788.05,36796.25,36782.55
2021-09-02T12:26:00+0530,36787.5,36787.5,36776.0
2021-09-02T12:27:00+0530,36787.05,36806.15,36784.55
2021-09-02T12:28:00+0530,36803.25,36803.25,36785.05
2021-09-02T12:29:00+0530,36788.2,36798.2,36783.05
2021-09-02T12:30:00+0530,36796.9,36807.9,36769.95
2021-09-02T12:31:00+0530,36771.05,36798.0,36771.05
2021-09-02T12:32:00+0530,36785.25,36789.35,36771.8
2021-09-02T12:33:00+0530,36779.4,36783.1,36772.8
2021-09-02T12:34:00+0530,36779.3,36794.35,36771.65
2021-09-02T12:35:00+0530,36787.9,36788.6,36769.0
2021-09-02T12:36:00+0530,36771.8,36790.15,36766.95
2021-09-02T12:37:00+0530,36784.2,36800.5,36781.5
2021-09-02T12:38:00+0530,36786.45,36787.6,36771.2
2021-09-02T12:39:00+0530,36775.55,36788.5,36771.25
2021-09-02T12:40:00+0530,36771.6,36771.6,36756.85
2021-09-02T12:41:00+0530,36752.2,36762.4,36747.45
2021-09-02T12:42:00+0530,36755.25,36755.25,36735.95
2021-09-02T12:43:00+0530,36737.9,36747.2,36726.1
2021-09-02T12:44:00+0530,36733.9,36753.9,36731.9
2021-09-02T12:45:00+0530,36750.65,36752.5,36718.25
2021-09-02T12:46:00+0530,36730.1,36731.2,36705.85
2021-09-02T12:47:00+0530,36722.55,36745.55,36719.85
2021-09-02T12:48:00+0530,36726.4,36728.25,36714.75
