Date,Open,High,Low,Close
2021-09-14T09:15:00+0530,36639.95,36668.25,36602.2,36651.75
2021-09-14T09:16:00+0530,36652.35,36689.75,36650.45,36678.8
2021-09-14T09:17:00+0530,36680,36690.5,36663.1,36666.1
2021-09-14T09:18:00+0530,36665.95,36682.65,36660,36660
2021-09-14T09:19:00+0530,36659.3,36664.6,36648.35,36661.55
2021-09-14T09:20:00+0530,36661.15,36704.3,36661.15,36700.15
2021-09-14T09:21:00+0530,36698.65,36718.2,36698.35,36698.75
2021-09-14T09:22:00+0530,36696.65,36696.65,36669.15,36689.35
2021-09-14T09:23:00+0530,36689.15,36694.2,36672.65,36678.7
2021-09-14T09:24:00+0530,36678.8,36692.8,36673.3,36692.8
2021-09-14T09:25:00+0530,36694.8,36699.55,36682.65,36684.35
2021-09-14T09:26:00+0530,36683.7,36688.35,36673.85,36674.5
2021-09-14T09:27:00+0530,36677.25,36677.25,36665.6,36669.6
2021-09-14T09:28:00+0530,36671.4,36677.85,36668.6,36675.6
2021-09-14T09:29:00+0530,36674.25,36684.65,36674.25,36680.75
2021-09-14T09:30:00+0530,36681.3,36714.4,36681.3,36714.35
2021-09-14T09:31:00+0530,36716.3,36739.15,36716.15,36732.6
2021-09-14T09:32:00+0530,36733.1,36740.35,36730.15,36738.9
2021-09-14T09:33:00+0530,36739.9,36755.3,36736.1,36738.3
2021-09-14T09:34:00+0530,36739.55,36743.8,36735.2,36742.2
2021-09-14T09:35:00+0530,36742.15,36750.05,36732.4,36734.7
2021-09-14T09:36:00+0530,36732.9,36737.65,36728.9,36730
2021-09-14T09:37:00+0530,36731,36731.9,36719.7,36723.2
2021-09-14T09:38:00+0530,36723.45,36726.1,36711.1,36711.1
2021-09-14T09:39:00+0530,36712.15,36716.85,36702.35,36702.35
2021-09-14T09:40:00+0530,36703.65,36710,36694.55,36709.35
2021-09-14T09:41:00+0530,36708,36721.7,36699.5,36718.15
2021-09-14T09:42:00+0530,36718,36726.7,36713.1,36726.7
2021-09-14T09:43:00+0530,36727.5,36736.15,36723.75,36733.6
2021-09-14T09:44:00+0530,36731.65,36738.9,36728.75,36732.85
2021-09-14T09:45:00+0530,36732.6,36732.6,36723.9,36728.4
2021-09-14T09:46:00+0530,36728.85,36729.7,36715.1,36720.5
2021-09-14T09:47:00+0530,36718.85,36719.6,36711.2,36713.05
2021-09-14T09:48:00+0530,36713.2,36716.75,36708.7,36713.35
2021-09-14T09:49:00+0530,36706.9,36708.8,36704,36705.45
2021-09-14T09:50:00+0530,36707.5,36710.6,36704.2,36708
2021-09-14T09:51:00+0530,36706.4,36707.95,36700.05,36702.5
2021-09-14T09:52:00+0530,36701.1,36711.4,36699.1,36709.95
2021-09-14T09:53:00+0530,36709.35,36711.65,36701.7,36703.1
2021-09-14T09:54:00+0530,36705.05,36708.65,36670.65,36682.2
2021-09-14T09:55:00+0530,36683,36684.8,36668.3,36669.5
2021-09-14T09:56:00+0530,36670.1,36679.6,36663.5,36674.3
2021-09-14T09:57:00+0530,36674.4,36682.35,36667.75,36669.5
2021-09-14T09:58:00+0530,36668.15,36688.8,36667.2,36686.55
2021-09-14T09:59:00+0530,36692.4,36695.75,36684.8,36694
2021-09-14T10:00:00+0530,36694.15,36701.1,36686.4,36689.45
2021-09-14T10:01:00+0530,36689.2,36691.15,36673.2,36673.2
2021-09-14T10:02:00+0530,36673.2,36675.85,36657.9,36668.35
2021-09-14T10:03:00+0530,36668.6,36668.8,36662.9,36663.15
2021-09-14T10:04:00+0530,36665.7,36666.3,36655.75,36662.3
2021-09-14T10:05:00+0530,36662.9,36665.75,36650.7,36655.3
2021-09-14T10:06:00+0530,36655,36668.35,36653.55,36664.2
2021-09-14T10:07:00+0530,36664.95,36676.05,36662.4,36676.05
2021-09-14T10:08:00+0530,36675.9,36681.25,36674.75,36676.7
2021-09-14T10:09:00+0530,36676.85,36676.85,36659,36670.25
2021-09-14T10:10:00+0530,36671.4,36674.55,36665.4,36673.65
2021-09-14T10:11:00+0530,36671.7,36680.35,36670.3,36680.35
2021-09-14T10:12:00+0530,36677.15,36695.25,36673.7,36692.9
2021-09-14T10:13:00+0530,36693.5,36703.15,36691.25,36697.25
2021-09-14T10:14:00+0530,36699.75,36708.5,36696.5,36706.45
2021-09-14T10:15:00+0530,36707.8,36714.75,36704.55,36713.1
2021-09-14T10:16:00+0530,36713.1,36716.8,36711.05,36712.9
