Date,Open,High,Low
2021-08-23T09:15:00+0530,35424.2,35424.2,35262.75
2021-08-23T09:16:00+0530,35321.05,35360.1,35311.15
2021-08-23T09:17:00+0530,35320.5,35340.2,35318.2
2021-08-23T09:18:00+0530,35325.05,35329.3,35292.9
2021-08-23T09:19:00+0530,35311.25,35330.7,35306.15
2021-08-23T09:20:00+0530,35319.2,35327.55,35284.1
2021-08-23T09:21:00+0530,35297.3,35321.35,35287.35
2021-08-23T09:22:00+0530,35288.7,35294.5,35242.55
2021-08-23T09:23:00+0530,35248.75,35275.25,35245.95
2021-08-23T09:24:00+0530,35262.95,35267.2,35202.95
2021-08-23T09:25:00+0530,35234.1,35258.5,35225.05
2021-08-23T09:26:00+0530,35225.25,35231.7,35204.8
2021-08-23T09:27:00+0530,35220.05,35254.85,35220.05
2021-08-23T09:28:00+0530,35242.05,35260.35,35241.85
2021-08-23T09:29:00+0530,35259.75,35263.5,35214.4
2021-08-23T09:30:00+0530,35213.0,35219.4,35185.45
2021-08-23T09:31:00+0530,35173.65,35219.65,35173.65
2021-08-23T09:32:00+0530,35214.95,35234.15,35211.15
2021-08-23T09:33:00+0530,35229.7,35229.7,35200.05
2021-08-23T09:34:00+0530,35204.55,35218.3,35189.0
2021-08-23T09:35:00+0530,35218.0,35218.0,35188.55
2021-08-23T09:36:00+0530,35208.75,35211.35,35197.95
2021-08-23T09:37:00+0530,35206.95,35210.3,35185.0
2021-08-23T09:38:00+0530,35207.9,35207.95,35191.9
2021-08-23T09:39:00+0530,35204.1,35205.8,35168.35
2021-08-23T09:40:00+0530,35171.9,35185.75,35167.45
2021-08-23T09:41:00+0530,35169.3,35170.3,35157.35
2021-08-23T09:42:00+0530,35163.35,35169.9,35141.45
2021-08-23T09:43:00+0530,35170.15,35182.6,35167.8
2021-08-23T09:44:00+0530,35172.65,35177.05,35143.8
2021-08-23T09:45:00+0530,35154.25,35177.05,35152.2
2021-08-23T09:46:00+0530,35175.55,35179.9,35159.25
2021-08-23T09:47:00+0530,35164.9,35182.85,35164.9
2021-08-23T09:48:00+0530,35177.95,35196.8,35177.95
2021-08-23T09:49:00+0530,35190.7,35194.0,35175.05
2021-08-23T09:50:00+0530,35182.15,35195.85,35179.45
2021-08-23T09:51:00+0530,35189.7,35197.8,35186.65
2021-08-23T09:52:00+0530,35193.8,35195.1,35175.75
2021-08-23T09:53:00+0530,35182.8,35182.8,35146.2
2021-08-23T09:54:00+0530,35148.0,35148.0,35112.35
2021-08-23T09:55:00+0530,35103.25,35118.9,35077.25
2021-08-23T09:56:00+0530,35110.9,35128.85,35105.1
2021-08-23T09:57:00+0530,35119.25,35138.05,35093.85
2021-08-23T09:58:00+0530,35124.4,35136.5,35111.1
2021-08-23T09:59:00+0530,35111.0,35111.0,35058.1
2021-08-23T10:00:00+0530,35070.45,35079.15,35038.75
2021-08-23T10:01:00+0530,35075.1,35096.25,35066.1
2021-08-23T10:02:00+0530,35088.75,35114.5,35086.5
2021-08-23T10:03:00+0530,35109.25,35126.4,35104.45
2021-08-23T10:04:00+0530,35105.05,35139.65,35101.95
2021-08-23T10:05:00+0530,35138.9,35148.05,35130.2
2021-08-23T10:06:00+0530,35145.65,35164.65,35139.95
2021-08-23T10:07:00+0530,35145.15,35156.2,35132.85
2021-08-23T10:08:00+0530,35151.35,35165.55,35142.75
2021-08-23T10:09:00+0530,35150.2,35156.9,35125.35
2021-08-23T10:10:00+0530,35127.2,35146.8,35117.0
2021-08-23T10:11:00+0530,35142.05,35145.3,35115.85
2021-08-23T10:12:00+0530,35126.45,35130.85,35102.85
2021-08-23T10:13:00+0530,35106.45,35117.3,35104.65
2021-08-23T10:14:00+0530,35107.15,35109.75,35099.75
2021-08-23T10:15:00+0530,35105.95,35106.6,35080.25
2021-08-23T10:16:00+0530,35084.15,35104.2,35078.15
2021-08-23T10:17:00+0530,35093.95,35105.15,35093.35
2021-08-23T10:18:00+0530,35101.1,35125.1,35101.1
2021-08-23T10:19:00+0530,35119.7,35130.1,35107.4
2021-08-23T10:20:00+0530,35110.8,35133.6,35105.25
2021-08-23T10:21:00+0530,35130.55,35133.8,35113.9
2021-08-23T10:22:00+0530,35134.95,35135.35,35109.0
2021-08-23T10:23:00+0530,35123.95,35131.1,35120.95
2021-08-23T10:24:00+0530,35130.9,35134.55,35113.15
2021-08-23T10:25:00+0530,35115.85,35115.85,35108.7
2021-08-23T10:26:00+0530,35116.2,35116.2,35096.0
2021-08-23T10:27:00+0530,35101.35,35112.75,35098.55
2021-08-23T10:28:00+0530,35113.4,35113.4,35079.95
2021-08-23T10:29:00+0530,35085.2,35086.4,35044.8
